SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
107003,0,Revolving loans,M,Y,Y,0,180000.0,450000.0,22500.0,450000.0,Unaccompanied,State servant,Lower secondary,Married,Municipal apartment,0.016612,-19705,-1805,-10231.0,-2910,26.0,1,1,0,1,1,0,Laborers,2.0,2,2,MONDAY,11,0,0,0,0,0,0,School,,0.6615099344717071,0.5262949398096192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1488.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
107275,0,Revolving loans,F,N,Y,0,112500.0,382500.0,19125.0,382500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.035792,-20835,365243,-329.0,-4167,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,12,0,0,0,0,0,0,XNA,0.8186342196182503,0.2042469202038438,0.3791004853998145,0.0732,0.04,0.999,0.9864,0.0193,0.08,0.069,0.2917,0.3333,0.0341,0.0588,0.0621,0.0039,0.0486,0.0746,0.0415,0.999,0.9869,0.0195,0.0806,0.069,0.2917,0.3333,0.0348,0.0643,0.0647,0.0039,0.0515,0.0739,0.04,0.999,0.9866,0.0195,0.08,0.069,0.2917,0.3333,0.0347,0.0599,0.0632,0.0039,0.0496,reg oper account,block of flats,0.0664,"Stone, brick",No,0.0,0.0,0.0,0.0,-329.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
107325,0,Revolving loans,M,Y,Y,0,90000.0,180000.0,9000.0,180000.0,Family,Working,Secondary / secondary special,Civil marriage,Rented apartment,0.019101,-8931,-2001,-3371.0,-1326,27.0,1,1,1,1,0,0,Laborers,2.0,2,2,SUNDAY,12,0,0,0,1,1,0,Self-employed,0.0721063156383832,0.6714111731933328,,0.1188,0.078,0.9841,0.7756,0.0288,0.08,0.0517,0.3854,0.3471,0.0541,0.1076,0.0748,0.0051,0.0064,0.0767,0.0746,0.9816,0.7583,0.0246,0.0806,0.0345,0.2917,0.3333,0.0398,0.1056,0.0676,0.0,0.0,0.1239,0.0723,0.9841,0.7652,0.0305,0.08,0.0345,0.3125,0.3333,0.0436,0.1043,0.0787,0.0039,0.0047,reg oper account,block of flats,0.0749,Panel,No,5.0,1.0,5.0,1.0,-1032.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
107463,0,Revolving loans,F,N,N,0,90000.0,270000.0,13500.0,270000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018634,-17078,-1521,-1010.0,-611,,1,1,0,1,0,0,Laborers,2.0,2,2,SATURDAY,14,0,0,0,1,1,0,Self-employed,0.6303469759605128,0.6570793478990007,0.8128226070575616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-525.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
107796,0,Revolving loans,M,Y,N,1,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-8747,-574,-191.0,-1406,64.0,1,1,0,1,0,0,,3.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Self-employed,,0.4019758880446852,0.5460231970049609,0.0928,0.0764,0.9901,0.8232,0.0244,0.06,0.1034,0.25,0.375,0.0819999999999999,0.0908,0.0924,0.0077,0.0006,0.0735,0.0705,0.9871,0.8301,0.0246,0.0,0.1034,0.1667,0.375,0.0838,0.0992,0.0742,0.0078,0.0,0.0937,0.0764,0.9901,0.8256,0.0246,0.06,0.1034,0.25,0.375,0.0834,0.0923,0.094,0.0078,0.0006,reg oper account,block of flats,0.064,"Stone, brick",No,3.0,0.0,3.0,0.0,-1528.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
108446,0,Revolving loans,M,N,N,1,292500.0,720000.0,36000.0,720000.0,Unaccompanied,State servant,Higher education,Civil marriage,With parents,0.0196889999999999,-15030,-4161,-943.0,-4054,,1,1,0,1,1,0,Managers,3.0,2,2,WEDNESDAY,13,0,0,0,0,1,1,Security Ministries,,0.6784397028819183,0.6058362647264226,0.0619,0.0603,0.9816,0.7484,0.0482,0.0,0.1379,0.1667,0.2083,0.0637,0.0504,0.0512,0.0,0.0,0.063,0.0625,0.9816,0.7583,0.0486,0.0,0.1379,0.1667,0.2083,0.0651,0.0551,0.0533,0.0,0.0,0.0625,0.0603,0.9816,0.7518,0.0485,0.0,0.1379,0.1667,0.2083,0.0648,0.0513,0.0521,0.0,0.0,reg oper account,block of flats,0.0666,Panel,No,2.0,0.0,1.0,0.0,-3003.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
108544,0,Revolving loans,F,Y,Y,0,112500.0,247500.0,12375.0,247500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-21657,365243,-4473.0,-4502,10.0,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,XNA,,0.1855940693735654,0.7726311345553628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
109325,0,Revolving loans,F,N,Y,1,135000.0,405000.0,20250.0,405000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.009175,-14786,-3045,-1885.0,-4769,,1,1,0,1,1,0,Sales staff,2.0,2,2,THURSDAY,16,0,0,0,0,0,0,Business Entity Type 1,,0.7628661903272522,,0.1108,0.0009,0.993,0.8572,0.0232,0.1,0.069,0.7083,0.75,0.0143,0.0698,0.06,0.0077,0.0127,0.0893,0.0,0.9896,0.8628,0.0234,0.0806,0.0345,0.7083,0.75,0.0,0.0762,0.0,0.0078,0.0,0.1119,0.0009,0.993,0.8591,0.0233,0.1,0.069,0.7083,0.75,0.0145,0.071,0.061,0.0078,0.013,reg oper account,block of flats,0.0798,"Stone, brick",No,1.0,0.0,1.0,0.0,-203.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0
109534,0,Revolving loans,F,N,Y,0,315000.0,675000.0,33750.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-19790,-2764,-8212.0,-3325,,1,1,0,1,1,0,Managers,2.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,Business Entity Type 3,,0.7021611525281377,0.2151824041847538,0.1464,0.1081,0.9891,,,0.16,0.1379,0.375,,0.0283,,0.1533,,0.0147,0.1492,0.1122,0.9891,,,0.1611,0.1379,0.375,,0.0289,,0.1597,,0.0155,0.1478,0.1081,0.9891,,,0.16,0.1379,0.375,,0.0287,,0.156,,0.015,,block of flats,0.1238,Panel,No,8.0,0.0,8.0,0.0,-439.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,5.0
111163,0,Revolving loans,F,N,Y,1,72000.0,225000.0,11250.0,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.020246,-10083,-462,-400.0,-2334,,1,1,0,1,1,0,Accountants,3.0,3,3,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 1,0.2126311120376204,0.7328114892579979,0.5424451438613613,0.0928,0.086,0.9762,0.6736,0.0119,0.0,0.2069,0.1667,0.2083,0.1433,0.0756,0.0876,0.0,0.0,0.0945,0.0892,0.9762,0.6864,0.0121,0.0,0.2069,0.1667,0.2083,0.1466,0.0826,0.0912,0.0,0.0,0.0937,0.086,0.9762,0.6779999999999999,0.012,0.0,0.2069,0.1667,0.2083,0.1458,0.077,0.0891,0.0,0.0,reg oper account,block of flats,0.0689,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
111569,0,Revolving loans,F,N,Y,0,189000.0,585000.0,29250.0,585000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.011703,-20570,-390,-13008.0,-4104,,1,1,0,1,1,0,Laborers,2.0,2,2,FRIDAY,18,0,0,0,0,0,0,Business Entity Type 2,,0.7535178000306464,0.4311917977993083,0.0588,,0.9657,,,0.0,0.069,0.125,,,,0.0408,,0.076,0.0599,,0.9657,,,0.0,0.069,0.125,,,,0.0426,,0.0804,0.0593,,0.9657,,,0.0,0.069,0.125,,,,0.0416,,0.0775,,block of flats,0.0537,Mixed,No,0.0,0.0,0.0,0.0,-1010.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
112198,1,Revolving loans,F,N,N,1,85500.0,157500.0,7875.0,157500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010556,-12153,-499,-6256.0,-749,,1,1,0,1,0,0,High skill tech staff,3.0,3,3,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.5163743671155749,0.3443494646333417,0.3672910183026313,0.0381,0.0294,0.9831,0.7688,0.0116,0.04,0.0345,0.3333,0.2083,0.0051,0.0311,0.0381,0.0,0.0,0.0389,0.0305,0.9831,0.7779,0.0117,0.0403,0.0345,0.3333,0.2083,0.0052,0.034,0.0397,0.0,0.0,0.0385,0.0294,0.9831,0.7719,0.0116,0.04,0.0345,0.3333,0.2083,0.0052,0.0316,0.0388,0.0,0.0,reg oper account,block of flats,0.0363,Panel,No,3.0,1.0,3.0,1.0,-600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
113890,0,Revolving loans,F,N,Y,0,157500.0,450000.0,22500.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020713,-17748,-3476,-3661.0,-1260,,1,1,0,1,0,0,Cleaning staff,2.0,3,3,SATURDAY,8,0,0,0,0,0,0,Construction,,0.5464076106429163,0.6894791426446275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1772.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
114060,0,Revolving loans,F,N,N,0,81000.0,247500.0,12375.0,247500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.00496,-13035,-3550,-4466.0,-4590,,1,1,0,1,0,0,Sales staff,1.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Trade: type 7,0.353883400741052,0.6323578590584609,0.3201633668633456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,-356.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0
114350,0,Revolving loans,F,N,Y,0,90000.0,270000.0,13500.0,270000.0,"Spouse, partner",Commercial associate,Higher education,Married,House / apartment,0.035792,-7837,-831,-2455.0,-499,,1,1,0,1,0,0,Secretaries,2.0,2,2,THURSDAY,19,0,0,0,1,1,0,Transport: type 2,0.1709322103760387,0.5416829313801659,0.3859146722745145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,4.0,0.0,-431.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
117752,0,Revolving loans,F,Y,Y,0,337500.0,225000.0,11250.0,157500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.072508,-20604,-2065,-5210.0,-4154,9.0,1,1,0,1,1,0,,1.0,1,1,THURSDAY,17,0,0,0,0,0,0,Other,0.7945973273804702,0.6703054417812693,0.5226973172821112,0.199,0.0815,0.9911,0.8776,0.0204,0.34,0.1724,0.3958,0.0417,0.0,0.1589,0.2136,0.0154,0.0641,0.0578,0.0846,0.9911,0.8824,0.0009,0.1208,0.1034,0.25,0.0417,0.0,0.0496,0.076,0.0039,0.0034,0.2009,0.0815,0.9911,0.8792,0.0205,0.34,0.1724,0.3958,0.0417,0.0,0.1616,0.2175,0.0155,0.0654,reg oper account,block of flats,0.3276,Panel,No,0.0,0.0,0.0,0.0,-1030.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
