SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
101113,0,Cash loans,F,N,Y,0,400500.0,1125000.0,45949.5,1125000.0,Unaccompanied,State servant,Higher education,Separated,House / apartment,0.031329,-18591,-9288,-9090.0,-2125,,1,1,0,1,0,0,High skill tech staff,1.0,2,2,TUESDAY,8,0,0,0,0,0,0,Industry: type 11,0.819097044058422,0.5790247751095708,0.4848514754962666,0.0907,0.1338,0.9697,,,0.0,0.069,0.0417,,0.0417,,0.0289,,0.0,0.0924,0.1389,0.9697,,,0.0,0.069,0.0417,,0.0426,,0.0301,,0.0,0.0916,0.1338,0.9697,,,0.0,0.069,0.0417,,0.0424,,0.0294,,0.0,,block of flats,0.0451,Block,No,0.0,0.0,0.0,0.0,-2024.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
101142,1,Cash loans,F,N,Y,2,135000.0,312768.0,17095.5,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-11006,-425,-5014.0,-1500,,1,1,0,1,0,0,Laborers,4.0,2,2,FRIDAY,10,0,0,0,0,0,0,Medicine,0.2766880879287497,0.3653913397447859,0.0764735191854844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1148.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
101212,0,Cash loans,F,N,N,1,132075.0,153000.0,13261.5,153000.0,Unaccompanied,Working,Secondary / secondary special,Widow,With parents,0.015221,-13876,-572,-315.0,-4410,,1,1,0,1,1,0,Sales staff,2.0,2,2,FRIDAY,13,0,0,0,0,0,0,Self-employed,0.2471083827459006,0.4442212054088067,0.5531646987710016,0.0762,0.0542,0.9771,0.7212,0.0392,0.046,0.1255,0.1679,0.2383,0.0454,0.0839,0.0733,0.0041,0.0065,0.0945,0.0,0.9772,0.6994,0.0341,0.0,0.2069,0.1667,0.2083,0.0604,0.0826,0.0911,0.0,0.0,0.0614,0.06,0.9771,0.7182,0.034,0.0,0.1379,0.1667,0.2083,0.0403,0.077,0.0861,0.0,0.0,reg oper account,block of flats,0.0688,"Stone, brick",No,3.0,1.0,3.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
101250,0,Cash loans,F,N,Y,0,49500.0,148365.0,11781.0,135000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0060079999999999,-22022,365243,-10086.0,-4186,,1,0,0,1,0,0,,2.0,2,2,MONDAY,12,0,0,0,0,0,0,XNA,0.5975251982407875,0.2239274347236635,0.7047064232963289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,9.0,0.0,-217.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0
101360,1,Cash loans,M,N,Y,0,46948.5,269550.0,11871.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.018029,-21167,365243,-3213.0,-4531,,1,0,0,1,0,0,,1.0,3,3,WEDNESDAY,10,0,0,0,0,0,0,XNA,,0.0214142412025578,,0.2856,0.1019,0.9806,0.7348,0.0321,0.0,0.5517,0.1667,0.2083,0.2152,0.2051,0.2349,0.1274,0.1403,0.291,0.1058,0.9806,0.7452,0.0323,0.0,0.5517,0.1667,0.2083,0.2202,0.2241,0.2448,0.1284,0.1486,0.2883,0.1019,0.9806,0.7383,0.0323,0.0,0.5517,0.1667,0.2083,0.219,0.2086,0.2392,0.1281,0.1433,reg oper account,block of flats,0.2328,Block,No,3.0,0.0,3.0,0.0,-667.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
101373,1,Cash loans,M,Y,Y,0,175500.0,550980.0,40221.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-16476,-2514,-8464.0,-29,26.0,1,1,0,1,0,0,Laborers,2.0,3,3,FRIDAY,9,0,0,0,0,1,1,Housing,,0.260325228737672,0.6161216908872079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1911.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,3.0
101485,0,Cash loans,F,Y,Y,1,180000.0,557770.5,23629.5,481500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,-11425,-2388,-5373.0,-923,25.0,1,1,0,1,0,0,Sales staff,3.0,2,2,TUESDAY,12,0,0,0,1,1,0,Self-employed,0.3719247462489171,0.6083019440819857,0.5656079814115492,,,0.9603,,,,0.0345,0.0,,0.0,,0.0021,,,,,0.9603,,,,0.0345,0.0,,0.0,,0.0022,,,,,0.9603,,,,0.0345,0.0,,0.0,,0.0022,,,,block of flats,0.0017,Wooden,No,2.0,0.0,2.0,0.0,-1683.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
101496,0,Cash loans,F,N,Y,0,135000.0,50940.0,5616.0,45000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.010276,-24646,365243,-4969.0,-3997,,1,0,0,1,0,0,,1.0,2,2,TUESDAY,17,0,0,0,0,0,0,XNA,0.822379506872022,0.6792978099219915,0.6940926425266661,0.066,0.0145,0.9742,0.6464,0.073,0.0,0.1379,0.125,0.0417,0.0334,0.0538,0.0507,0.0,0.0,0.0672,0.0151,0.9742,0.6602,0.0736,0.0,0.1379,0.125,0.0417,0.0342,0.0588,0.0528,0.0,0.0,0.0666,0.0145,0.9742,0.6511,0.0734,0.0,0.1379,0.125,0.0417,0.034,0.0547,0.0516,0.0,0.0,reg oper account,block of flats,0.0402,"Stone, brick",No,0.0,0.0,0.0,0.0,-273.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
101557,0,Cash loans,F,N,Y,2,247500.0,760131.0,29583.0,634500.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.0060079999999999,-11085,-2494,-952.0,-2893,,1,1,0,1,1,0,High skill tech staff,3.0,2,2,THURSDAY,10,0,0,0,0,0,0,Self-employed,0.447559301359671,0.746238026153149,,0.1082,,0.9896,,,,0.2414,0.1667,,0.0807,,0.0981,,0.0,0.1103,,0.9896,,,,0.2414,0.1667,,0.0825,,0.1023,,0.0,0.1093,,0.9896,,,,0.2414,0.1667,,0.0821,,0.0999,,0.0,,block of flats,0.1257,"Stone, brick",No,0.0,0.0,0.0,0.0,-696.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,5.0
101661,0,Cash loans,F,N,N,0,76500.0,625536.0,27553.5,540000.0,Unaccompanied,State servant,Higher education,Married,Municipal apartment,0.01885,-14090,-813,-5554.0,-6079,,1,1,1,1,1,0,Core staff,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Other,0.4880165271614691,0.6918681311630672,0.5919766183185521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1318.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
101988,1,Cash loans,F,N,Y,0,135000.0,808650.0,24732.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018634,-17425,-2646,-3794.0,-941,,1,1,0,1,1,0,Sales staff,2.0,2,2,FRIDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.3913369773118116,0.8347841592331774,0.0639,0.066,0.9757,0.6668,0.0057,0.0,0.1034,0.1667,0.2083,0.0416,0.0479,0.0516,0.0193,0.0277,0.0651,0.0685,0.9757,0.6798,0.0058,0.0,0.1034,0.1667,0.2083,0.0426,0.0523,0.0537,0.0195,0.0294,0.0645,0.066,0.9757,0.6713,0.0058,0.0,0.1034,0.1667,0.2083,0.0424,0.0487,0.0525,0.0194,0.0283,reg oper account,block of flats,0.0497,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
102071,0,Cash loans,F,N,N,0,270000.0,1236816.0,35577.0,1080000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.016612,-14534,-600,-989.0,-2542,,1,1,0,1,0,0,,2.0,2,2,MONDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.5917168883531099,0.5919097377829297,0.7898803468924867,0.2794,0.4116,0.9985,0.9796,0.4745,0.32,0.1379,0.6667,0.7083,0.0663,0.2278,0.3298,0.0193,0.0087,0.2847,0.4272,0.9985,0.9804,0.4788,0.3222,0.1379,0.6667,0.7083,0.0678,0.2489,0.3436,0.0195,0.0092,0.2821,0.4116,0.9985,0.9799,0.4775,0.32,0.1379,0.6667,0.7083,0.0674,0.2317,0.3358,0.0194,0.0089,reg oper account,block of flats,0.3766,Mixed,No,0.0,0.0,0.0,0.0,-1655.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
102176,0,Cash loans,F,Y,N,0,112500.0,163008.0,16006.5,144000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.04622,-18942,-3548,-3819.0,-2406,7.0,1,1,0,1,1,0,Managers,2.0,1,1,MONDAY,18,0,0,0,0,0,0,Business Entity Type 3,,0.7102188555541694,0.6940926425266661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,2.0,-1809.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
102398,0,Cash loans,M,N,N,2,112500.0,355536.0,15790.5,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-11490,-2815,-2662.0,-3587,,1,1,0,1,0,0,Security staff,4.0,2,2,FRIDAY,10,0,0,0,0,1,1,Industry: type 9,,0.6536962253217555,0.4311917977993083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1751.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
102409,0,Cash loans,F,N,N,0,180000.0,450000.0,22977.0,450000.0,Family,Working,Secondary / secondary special,Separated,House / apartment,0.019101,-15528,-2757,-8172.0,-4200,,1,1,0,1,0,0,,1.0,2,2,SATURDAY,14,0,0,0,0,0,0,Industry: type 3,,0.4835579251810816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2364.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
102590,0,Cash loans,F,Y,Y,0,148500.0,1082214.0,31770.0,945000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.001276,-18144,-110,-7.0,-1227,12.0,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,3,0,0,0,0,0,0,Trade: type 7,,0.1685784741027632,0.5832379256761245,0.0629,0.1082,0.9856,0.8028,0.0149,0.0,0.1034,0.1667,0.0417,0.0855,0.0513,0.0866,0.0116,0.0149,0.0641,0.1123,0.9856,0.8105,0.015,0.0,0.1034,0.1667,0.0417,0.0875,0.056,0.0902,0.0117,0.0158,0.0635,0.1082,0.9856,0.8054,0.015,0.0,0.1034,0.1667,0.0417,0.087,0.0522,0.0881,0.0116,0.0152,reg oper account,block of flats,0.0935,Panel,No,0.0,0.0,0.0,0.0,-1062.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
